user_id,bundle_id,bundle_name,total_games,owned_games,missing_games,ownership_ratio,missing_game_ids
2080308,376,Sid Meier's Civilization V: Complete,16,1,15,0.0625,"['16863', '235580', '16866', '99611', '99610', '99614', '16870', '16862', '99612', '235584', '235585', '16867', '16860', '16861', '16868']"
2080308,482,Telltale Collection,48,2,46,0.041666666666666664,"['94500', '31260', '201830', '8200', '8260', '250320', '456630', '261030', '207620', '31290', '429570', '31250', '94530', '31220', '94620', '8300', '31230', '8270', '8380', '8210', '8220', '330840', '8360', '31210', '8230', '8290', '8250', '8330', '8370', '31200', '94520', '94610', '8240', '31180', '94510', '8280', '31270', '94590', '376870', '31170', '207610', '31190', '31240', '330830', '8340', '8350']"
2080308,496,The Witcher Trilogy,3,1,2,0.3333333333333333,"['292030', '20920']"
2080308,535,Frozenbyte Collection 2016,6,1,5,0.16666666666666666,"['425210', '11200', '319910', '2500', '35700']"
2080308,536,"Borderlands ""Take Over Your Life Bundle""",8,1,7,0.125,"['8990', '261640', '65920', '40940', '8980', '330830', '50110']"
2080308,547,Trinelogy,3,1,2,0.3333333333333333,"['319910', '35700']"
2080308,571,Sid Meier's Civilization Anthology,5,1,4,0.2,"['65980', '3910', '3900,3990,8800,16810', '353830']"
2080308,612,The Elder Scrolls V: Skyrim + Add-Ons,4,1,3,0.25,"['211720', '220760', '226880']"
2080308,624,Killing Floor 1 Complete Your Set!,22,1,21,0.045454545454545456,"['35425', '35417', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '210944', '210936', '258752', '210933', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
2080308,627,Tripwire Complete Bundle,27,1,26,0.037037037037037035,"['35425', '35417', '35460', '35480', '210934', '210932', '210937', '232090', '210943', '1256', '258751', '309990', '1257', '234510', '210944', '210936', '258752', '210933', '1200', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
2080308,664,Half-Life Complete,8,1,7,0.125,"['420', '280,360', '130', '70', '20', '380,320', '50']"
2080308,665,Valve Complete Pack,19,7,12,0.3684210526315789,"['420', '400', '280,360', '40', '60', '130', '70', '20', '30', '380,320', '10,80', '50']"
2080308,668,Portal Bundle,2,1,1,0.5,['400']
2080308,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
2080308,704,Borderlands Triple Pack,7,1,6,0.14285714285714285,"['8990', '261640', '65920', '40940', '8980', '50110']"
2080308,710,Resident Evil/Biohazard Collector's Pack,34,1,33,0.029411764705882353,"['320388', '320372', '320361', '320385', '221040', '229626', '320352', '320362', '229630', '229622', '229629', '320382', '320383', '287290', '352000', '319810', '320371', '320353', '229628', '320387', '229621', '229627', '320381', '320384', '320351', '320360', '320386', '320380', '254700', '320363', '320370', '320350', '222480']"
2080308,752,Amplitude Endless Pack,12,1,11,0.08333333333333333,"['374500', '415710', '297650', '451050', '357360', '241430', '289130', '208140', '407200', '415700', '268080']"
2080308,827,Goat Simulator: GOATY,5,1,4,0.2,"['463720', '335350', '425840', '344450']"
2092000666,1233,Flump Studios Complete Pack,5,1,4,0.2,"['354920', '326120', '292620', '407940']"
2092000666,482,Telltale Collection,48,1,47,0.020833333333333332,"['94500', '31260', '201830', '8200', '8260', '250320', '456630', '261030', '207620', '31290', '429570', '31250', '94530', '31220', '94620', '8300', '31230', '8270', '8380', '8210', '8220', '330840', '8360', '31210', '8230', '8290', '8250', '8330', '8370', '31200', '94520', '234710', '8240', '94610', '31180', '94510', '8280', '31270', '94590', '376870', '31170', '207610', '31190', '31240', '330830', '8340', '8350']"
2092000666,665,Valve Complete Pack,19,3,16,0.15789473684210525,"['620', '300', '420', '400', '280,360', '40', '60', '500', '130', '220', '70', '20', '30', '380,320', '10,80', '50']"
2092000666,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
2092000666,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
2092000666,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['300', '320']"
210519992016,1379,Guns of Icarus Online + Alliance Collector's Edition Bundle,3,1,2,0.3333333333333333,"['252590', '217810,217811']"
210519992016,364,Eidos Anthology,88,3,85,0.03409090909090909,"['216416', '225020', '35135', '28000', '265191', '6850', '208792', '208799', '225320', '224920', '208812', '35136', '35130', '208797', '8170', '208809', '8000', '216421', '216414', '216411', '242960', '238010', '211740', '208813', '203140', '208790', '208795', '7000', '216412', '208808', '208791', '35101', '208800', '35138', '28010', '224960', '208793', '216413', '216415', '208806', '216420', '6870', '265192', '208811', '35091', '35089', '28011', '318871', '208817', '208807', '35102', '289690', '208818', '6880', '318872', '258180', '35080', '216418', '208796', '28012', '211600', '8140', '208814', '6980', '6900', '6910', '35137', '224940', '208810', '224300', '247430', '6860', '216417', '225000', '225300', '224980', '216419', '35090', '208798', '35083', '259900', '265193', '8080', '318870', '6920']"
210519992016,462,Assassin's Creed Bundle,4,1,3,0.25,"['289650', '368500', '311560']"
210519992016,482,Telltale Collection,48,1,47,0.020833333333333332,"['94500', '31260', '201830', '8200', '8260', '250320', '456630', '261030', '207620', '31290', '429570', '31250', '94530', '31220', '94620', '8300', '31280', '31230', '8270', '8380', '8210', '8220', '8360', '31210', '8230', '8290', '8250', '8330', '8370', '31200', '94520', '234710', '8240', '94610', '31180', '94510', '8280', '31270', '94590', '376870', '31170', '207610', '31190', '31240', '330830', '8340', '8350']"
210519992016,496,The Witcher Trilogy,3,2,1,0.6666666666666666,['292030']
210519992016,536,"Borderlands ""Take Over Your Life Bundle""",8,2,6,0.25,"['8990', '261640', '65920', '40940', '330830', '50110']"
210519992016,560,Awesome Games Bundle,3,1,2,0.3333333333333333,"['307230', '257990']"
210519992016,612,The Elder Scrolls V: Skyrim + Add-Ons,4,1,3,0.25,"['211720', '220760', '226880']"
210519992016,664,Half-Life Complete,8,1,7,0.125,"['420', '280,360', '130', '70', '20', '380,320', '50']"
210519992016,665,Valve Complete Pack,19,3,16,0.15789473684210525,"['620', '300', '420', '280,360', '400', '40', '60', '500', '130', '70', '550', '20', '30', '380,320', '10,80', '50']"
210519992016,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
210519992016,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['300', '320']"
210519992016,704,Borderlands Triple Pack,7,2,5,0.2857142857142857,"['8990', '261640', '65920', '40940', '50110']"
210519992016,765,Don't Starve MEGA PACK,4,1,3,0.25,"['219740', '393010', '282470']"
210519992016,769,Worms Collection,20,1,19,0.05,"['22630', '22633', '70650', '235230', '22632', '200185', '22631', '22600', '70600', '70617', '70620', '200189', '233840', '22634', '200188', '70660', '70640', '70616', '200170']"
210519992016,827,Goat Simulator: GOATY,5,1,4,0.2,"['463720', '335350', '425840', '344450']"
21072013,665,Valve Complete Pack,19,1,18,0.05263157894736842,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '220', '70', '50', '20', '30', '380,320', '10,80', '730']"
21072013,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
211011374,364,Eidos Anthology,88,1,87,0.011363636363636364,"['216416', '225020', '35135', '28000', '265191', '6850', '208792', '208799', '225320', '224920', '208812', '35136', '35130', '208797', '8170', '208809', '8000', '216421', '8190', '216414', '216411', '242960', '238010', '211740', '208813', '203140', '208790', '208795', '7000', '216412', '208808', '208791', '35101', '208800', '35138', '28010', '224960', '208793', '216413', '216415', '208806', '216420', '6870', '265192', '208811', '35091', '35089', '28011', '318871', '208817', '208807', '35102', '289690', '208818', '6880', '318872', '258180', '35080', '216418', '208796', '28012', '211600', '8140', '208814', '6980', '6900', '239160', '6910', '35137', '224940', '208810', '224300', '247430', '6860', '216417', '225000', '225300', '224980', '216419', '35090', '208798', '35083', '259900', '265193', '8080', '318870', '6920']"
211011374,376,Sid Meier's Civilization V: Complete,16,1,15,0.0625,"['16863', '235580', '16866', '99611', '99610', '99614', '16870', '16862', '99612', '235584', '235585', '16867', '16860', '16861', '16868']"
211011374,451,Rainbow Six Bundle,5,1,4,0.2,"['15120', '13540', '15000', '19830']"
211011374,462,Assassin's Creed Bundle,4,1,3,0.25,"['242050', '289650', '311560']"
211011374,496,The Witcher Trilogy,3,1,2,0.3333333333333333,"['20900', '20920']"
211011374,536,"Borderlands ""Take Over Your Life Bundle""",8,1,7,0.125,"['8990', '261640', '65920', '40940', '8980', '330830', '50110']"
211011374,571,Sid Meier's Civilization Anthology,5,1,4,0.2,"['65980', '3910', '3900,3990,8800,16810', '353830']"
211011374,612,The Elder Scrolls V: Skyrim + Add-Ons,4,1,3,0.25,"['211720', '220760', '226880']"
211011374,665,Valve Complete Pack,19,2,17,0.10526315789473684,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '220', '70', '20', '30', '380,320', '10,80', '50']"
211011374,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
211011374,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
211011374,704,Borderlands Triple Pack,7,1,6,0.14285714285714285,"['8990', '261640', '65920', '40940', '8980', '50110']"
21129393,665,Valve Complete Pack,19,1,18,0.05263157894736842,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '220', '70', '550', '20', '30', '380,320', '10,80', '50']"
21129393,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
2114521846341684,665,Valve Complete Pack,19,1,18,0.05263157894736842,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '220', '70', '50', '20', '30', '380,320', '10,80', '730']"
2114521846341684,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
2121312,665,Valve Complete Pack,19,1,18,0.05263157894736842,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '220', '70', '550', '20', '30', '380,320', '10,80', '50']"
2121312,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
2125125126,665,Valve Complete Pack,19,2,17,0.10526315789473684,"['620', '420', '280,360', '400', '40', '60', '500', '130', '220', '70', '550', '20', '50', '30', '380,320', '10,80', '730']"
2125125126,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['10,80', '730']"
212blair212,1107,PopCap Power Pack,23,1,22,0.043478260869565216,"['3540', '3400', '3350', '78000', '3450', '3410', '3340', '3480', '3380', '3560', '3360', '3390', '3580', '3310', '3620', '3460', '3420', '3330', '3320', '3300', '3440', '3430']"
212blair212,665,Valve Complete Pack,19,4,15,0.21052631578947367,"['300', '420', '280,360', '40', '60', '500', '130', '220', '70', '550', '20', '30', '380,320', '10,80', '50']"
212blair212,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
212blair212,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['300', '320']"
213123123132,482,Telltale Collection,48,1,47,0.020833333333333332,"['94500', '31260', '201830', '8200', '8260', '250320', '456630', '261030', '207620', '31290', '429570', '31250', '94530', '31220', '94620', '8300', '31230', '8270', '8380', '8210', '8220', '330840', '8360', '31210', '8230', '8290', '8250', '8330', '8370', '31200', '94520', '234710', '8240', '94610', '31180', '94510', '8280', '31270', '94590', '376870', '31170', '207610', '31190', '31240', '330830', '8340', '8350']"
213123123132,533,Rebellion Anthology,35,1,34,0.02857142857142857,"['397350', '63398', '3720', '305181', '305185', '305184', '210561', '301640', '247910', '305186', '3730', '227100', '63399', '7020', '305187', '254820', '305180', '3710', '254880', '312740', '222021', '326431', '254840', '238090', '404040', '312690', '254920', '326430', '254860', '305183', '305182', '312680', '3700', '281940']"
213123123132,664,Half-Life Complete,8,2,6,0.25,"['280,360', '130', '70', '20', '380,320', '50']"
213123123132,665,Valve Complete Pack,19,7,12,0.3684210526315789,"['620', '300', '280,360', '40', '60', '130', '70', '20', '30', '380,320', '10,80', '50']"
213123123132,668,Portal Bundle,2,1,1,0.5,['620']
213123123132,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
213123123132,682,Source Multiplayer Pack,3,2,1,0.6666666666666666,['300']
21321112399,376,Sid Meier's Civilization V: Complete,16,1,15,0.0625,"['16863', '235580', '16866', '99611', '99610', '99614', '16870', '16862', '99612', '235584', '235585', '16867', '16860', '16861', '16868']"
21321112399,571,Sid Meier's Civilization Anthology,5,1,4,0.2,"['65980', '3910', '3900,3990,8800,16810', '353830']"
21321112399,665,Valve Complete Pack,19,2,17,0.10526315789473684,"['620', '300', '420', '280,360', '400', '40', '60', '500', '130', '220', '70', '550', '20', '30', '380,320', '10,80', '50']"
21321112399,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
21321112399,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['300', '320']"
215251,272,Fatshark Bundle,10,1,9,0.1,"['453280', '42140', '42180', '437070', '42120', '373540', '204734', '42170,204731,204732', '336420']"
215251,624,Killing Floor 1 Complete Your Set!,22,1,21,0.045454545454545456,"['35425', '35417', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '210944', '210936', '258752', '210933', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
215251,627,Tripwire Complete Bundle,27,2,25,0.07407407407407407,"['35425', '35417', '35460', '35480', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '234510', '210944', '210936', '258752', '210933', '1200', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
215251,765,Don't Starve MEGA PACK,4,2,2,0.5,"['393010', '282470']"
216712138,1085,Microblast Games Bundle,6,1,5,0.16666666666666666,"['450470', '448070', '293180', '343360', '306160']"
216712138,1387,NEKOPARA complete edition,3,2,1,0.6666666666666666,['420110']
216712138,270,EA Racing Pack,5,1,4,0.2,"['17430', '47920', '24870', '24740']"
216712138,462,Assassin's Creed Bundle,4,1,3,0.25,"['289650', '368500', '311560']"
216712138,533,Rebellion Anthology,35,3,32,0.08571428571428572,"['397350', '63398', '3720', '305181', '305185', '305184', '210561', '301640', '247910', '305186', '3730', '227100', '63399', '7020', '305187', '254820', '305180', '3710', '254880', '312740', '222021', '326431', '254840', '404040', '312690', '254920', '326430', '254860', '305183', '305182', '312680', '281940']"
216712138,574,Sakura Bundle,9,1,8,0.1111111111111111,"['313740', '402180', '517000', '377680', '375200', '421700', '407980', '407330']"
216712138,612,The Elder Scrolls V: Skyrim + Add-Ons,4,1,3,0.25,"['211720', '220760', '226880']"
216712138,665,Valve Complete Pack,19,1,18,0.05263157894736842,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '220', '70', '550', '20', '30', '380,320', '10,80', '50']"
216712138,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
216712138,93,Hero Siege Complete,4,1,3,0.25,"['385511', '331181', '312290']"
218939137821738213127983,263,Bad Company 2 Bundle,3,1,2,0.3333333333333333,"['24963', '47880']"
218939137821738213127983,533,Rebellion Anthology,35,1,34,0.02857142857142857,"['397350', '63398', '3720', '305181', '305185', '305184', '210561', '301640', '305186', '3730', '227100', '63399', '7020', '305187', '254820', '305180', '3710', '254880', '312740', '222021', '326431', '254840', '238090', '404040', '312690', '254920', '326430', '254860', '305183', '63380', '305182', '312680', '3700', '281940']"
218939137821738213127983,536,"Borderlands ""Take Over Your Life Bundle""",8,1,7,0.125,"['8990', '261640', '49520', '65920', '40940', '330830', '50110']"
218939137821738213127983,560,Awesome Games Bundle,3,1,2,0.3333333333333333,"['307230', '257990']"
218939137821738213127983,624,Killing Floor 1 Complete Your Set!,22,1,21,0.045454545454545456,"['35425', '35417', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '210944', '210936', '258752', '210933', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
218939137821738213127983,627,Tripwire Complete Bundle,27,1,26,0.037037037037037035,"['35425', '35417', '35460', '35480', '210934', '210932', '210937', '232090', '210943', '1256', '258751', '309990', '1257', '234510', '210944', '210936', '258752', '210933', '1200', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
218939137821738213127983,664,Half-Life Complete,8,1,7,0.125,"['420', '280,360', '220', '130', '70', '380,320', '50']"
218939137821738213127983,665,Valve Complete Pack,19,3,16,0.15789473684210525,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '220', '70', '30', '380,320', '10,80', '50']"
218939137821738213127983,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
218939137821738213127983,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
218939137821738213127983,678,Half-Life 1 Anthology,4,1,3,0.25,"['130', '70', '50']"
218939137821738213127983,704,Borderlands Triple Pack,7,1,6,0.14285714285714285,"['8990', '261640', '49520', '65920', '40940', '50110']"
218939137821738213127983,765,Don't Starve MEGA PACK,4,2,2,0.5,"['393010', '282470']"
219121912191,665,Valve Complete Pack,19,1,18,0.05263157894736842,"['620', '300', '420', '280,360', '400', '40', '60', '500', '130', '220', '70', '550', '20', '50', '30', '380,320', '10,80', '730']"
219121912191,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['10,80', '730']"
219121912191,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['300', '320']"
219121912191,761,World of Magicka Bundle,28,1,27,0.03571428571428571,"['73119', '73095', '73097', '393831', '73058', '42918', '73037', '73091', '73033', '73035', '73115', '73054', '73036', '73031', '73093', '73120', '266740', '73098', '73057', '238370', '393830', '73092', '73096', '73030', '414651', '73039', '255980']"
219121912191,765,Don't Starve MEGA PACK,4,2,2,0.5,"['393010', '282470']"
21lord21drag,533,Rebellion Anthology,35,1,34,0.02857142857142857,"['397350', '63398', '3720', '305181', '305185', '305184', '301640', '210561', '247910', '305186', '3730', '227100', '63399', '7020', '305187', '254820', '305180', '254880', '3710', '312740', '222021', '326431', '254840', '238090', '404040', '312690', '254920', '326430', '254860', '305183', '305182', '312680', '3700', '281940']"
22109203,1107,PopCap Power Pack,23,1,22,0.043478260869565216,"['3540', '3400', '3350', '78000', '3450', '3410', '3340', '3480', '3380', '3560', '3360', '3390', '3580', '3310', '3590', '3620', '3460', '3420', '3330', '3300', '3440', '3430']"
22109203,1182,Platformer Bundle,9,1,8,0.1111111111111111,"['104200', '429700', '317250', '394540', '351150', '341500', '396360', '371670']"
22109203,1188,The Indie Platformers Bundle,3,1,2,0.3333333333333333,"['351150', '317250']"
22109203,1271,New World Collection,2,1,1,0.5,['447820']
22109203,227,The Big One,24,1,23,0.041666666666666664,"['314020', '204180', '274560', '461640', '380020', '463350', '391420', '434420', '351490', '371670', '351150', '306040', '391260', '291010', '317250', '429700', '314450', '394540', '397500', '396360', '407230', '295690', '340070']"
22109203,353,DnS Complete Bundle,4,1,3,0.25,"['27940', '27900', '27920']"
22109203,482,Telltale Collection,48,1,47,0.020833333333333332,"['94500', '31260', '201830', '8200', '8260', '250320', '456630', '261030', '207620', '31290', '429570', '31250', '94530', '31220', '94620', '8300', '31280', '31230', '8270', '8380', '8210', '8220', '330840', '8360', '31210', '8230', '8290', '8250', '8330', '8370', '31200', '94520', '234710', '8240', '94610', '31180', '94510', '8280', '31270', '94590', '376870', '31170', '31190', '31240', '330830', '8340', '8350']"
22109203,533,Rebellion Anthology,35,3,32,0.08571428571428572,"['397350', '63398', '3720', '305181', '305185', '305184', '210561', '301640', '305186', '3730', '63399', '7020', '305187', '254820', '305180', '3710', '254880', '312740', '222021', '326431', '254840', '238090', '404040', '312690', '254920', '326430', '254860', '305183', '305182', '312680', '3700', '281940']"
22109203,560,Awesome Games Bundle,3,1,2,0.3333333333333333,"['307230', '257990']"
22109203,612,The Elder Scrolls V: Skyrim + Add-Ons,4,1,3,0.25,"['211720', '220760', '226880']"
22109203,624,Killing Floor 1 Complete Your Set!,22,1,21,0.045454545454545456,"['35425', '35417', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '210944', '210936', '258752', '210933', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
22109203,627,Tripwire Complete Bundle,27,2,25,0.07407407407407407,"['35425', '35417', '35460', '35480', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '234510', '210944', '210936', '258752', '210933', '1200', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
22109203,665,Valve Complete Pack,19,4,15,0.21052631578947367,"['620', '420', '400', '280,360', '40', '60', '500', '130', '220', '70', '20', '30', '380,320', '10,80', '50']"
22109203,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
22109203,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
22109203,827,Goat Simulator: GOATY,5,1,4,0.2,"['463720', '335350', '425840', '344450']"
222081994,665,Valve Complete Pack,19,1,18,0.05263157894736842,"['620', '300', '420', '240', '280,360', '400', '40', '60', '500', '130', '220', '70', '550', '20', '30', '380,320', '10,80', '50']"
222081994,676,Counter-Strike Complete,3,1,2,0.3333333333333333,"['240', '10,80']"
2222224444555985,665,Valve Complete Pack,19,2,17,0.10526315789473684,"['620', '300', '420', '280,360', '400', '40', '60', '500', '130', '220', '70', '550', '20', '30', '380,320', '10,80', '50']"
2222224444555985,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
2222224444555985,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['300', '320']"
2222455,1114,Dead Rising Triple Pack,3,2,1,0.6666666666666666,['427190']
2222455,1225,Risen Franchise Pack,9,1,8,0.1111111111111111,"['40300', '249270', '249230', '40392', '249250', '249290', '40393', '40391']"
2222455,1420,2016 Capcom Collector's Bundle,37,2,35,0.05405405405405406,"['235210', '234210', '381712', '353050', '21640', '221040', '450001', '339340', '381713', '233920', '223792', '45775', '45773', '236570', '232590', '45776', '390340', '353052', '353051', '234250', '234230', '223790', '233940', '220440', '233960', '450000', '232570', '381711', '232550', '353053', '45774', '226720', '381710', '232530', '223793']"
2222455,1437,Dead Rising Collector's Pack,12,2,10,0.16666666666666666,"['45776', '353053', '353052', '45774', '353050', '45775', '45773', '353051', '265550', '427190']"
2222455,364,Eidos Anthology,88,13,75,0.14772727272727273,"['208810', '216416', '211740', '208813', '35102', '203140', '265191', '35135', '28000', '208790', '208795', '289690', '208818', '6850', '208792', '216412', '208799', '6860', '208808', '216417', '208791', '318872', '224920', '208812', '258180', '35136', '35130', '35080', '247430', '35101', '216418', '208797', '208800', '224300', '8170', '208809', '208796', '35138', '28012', '211600', '216421', '28010', '208793', '216413', '216419', '216415', '35090', '6920', '208798', '208806', '208814', '216420', '6870', '216414', '35083', '259900', '265193', '6980', '6900', '265192', '8080', '216411', '242960', '208811', '239160', '6910', '35137', '35091', '35089', '224940', '318870', '28011', '318871', '208817', '208807']"
2222455,384,Devolver Digital First-Person Shooter Bundle,3,2,1,0.6666666666666666,['407810']
2222455,533,Rebellion Anthology,35,1,34,0.02857142857142857,"['397350', '63398', '3720', '305181', '305185', '305184', '210561', '301640', '305186', '3730', '227100', '63399', '7020', '305187', '254820', '305180', '3710', '254880', '312740', '222021', '326431', '254840', '238090', '404040', '312690', '254920', '326430', '254860', '305183', '63380', '305182', '312680', '3700', '281940']"
2222455,536,"Borderlands ""Take Over Your Life Bundle""",8,2,6,0.25,"['8990', '261640', '65920', '40940', '330830', '50110']"
2222455,542,Meridian4 Action Bundle,5,1,4,0.2,"['371510', '2540', '11340', '46520']"
2222455,594,Meridian4 Publisher Bundle,28,1,27,0.03571428571428571,"['223313', '11340', '352520', '11360', '11240', '11330', '2540', '223314', '223320', '345130', '11370', '223316', '223319', '312960', '46520', '335080', '371510', '315260', '223315', '223321', '298140', '321920', '223317', '46410', '223318', '355590', '19200']"
2222455,624,Killing Floor 1 Complete Your Set!,22,1,21,0.045454545454545456,"['35425', '35417', '210934', '210932', '210937', '210943', '1256', '258751', '309990', '1257', '210944', '210936', '258752', '210933', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
2222455,627,Tripwire Complete Bundle,27,2,25,0.07407407407407407,"['35425', '35417', '35460', '35480', '210934', '210932', '210937', '232090', '210943', '1256', '258751', '309990', '1257', '234510', '210944', '210936', '258752', '210933', '35419', '210945', '210938', '309991', '210931', '258750', '35429']"
2222455,653,JMJ Films + Games Bundle,6,2,4,0.3333333333333333,"['394920', '382670', '371270', '382630']"
2222455,664,Half-Life Complete,8,6,2,0.75,"['380,320', '280,360']"
2222455,665,Valve Complete Pack,19,9,10,0.47368421052631576,"['620', '300', '400', '280,360', '40', '60', '500', '30', '380,320', '10,80']"
2222455,667,Left 4 Dead Bundle,2,1,1,0.5,['500']
2222455,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
2222455,682,Source Multiplayer Pack,3,2,1,0.6666666666666666,['300']
2222455,704,Borderlands Triple Pack,7,2,5,0.2857142857142857,"['8990', '261640', '65920', '40940', '50110']"
2222455,761,World of Magicka Bundle,28,1,27,0.03571428571428571,"['73119', '73095', '73097', '393831', '73058', '42918', '73037', '73091', '73033', '73035', '73115', '73054', '73036', '73031', '73093', '73120', '266740', '73098', '73057', '238370', '393830', '73092', '73096', '73030', '414651', '73039', '255980']"
2233dog15,665,Valve Complete Pack,19,2,17,0.10526315789473684,"['620', '300', '420', '280,360', '400', '40', '60', '500', '130', '220', '70', '550', '20', '30', '380,320', '10,80', '50']"
2233dog15,676,Counter-Strike Complete,3,2,1,0.6666666666666666,"['10,80']"
2233dog15,682,Source Multiplayer Pack,3,1,2,0.3333333333333333,"['300', '320']"
22491987,264,More Spore,3,2,1,0.6666666666666666,['17440']
22491987,448,tinyBuild Mega 2016 Bundle,5,2,3,0.4,"['394310', '356570', '403940']"
22491987,482,Telltale Collection,48,2,46,0.041666666666666664,"['94500', '31260', '201830', '8200', '8260', '250320', '456630', '261030', '207620', '31290', '429570', '31250', '94530', '31220', '94620', '8300', '31230', '8270', '8380', '8210', '8220', '330840', '8360', '31210', '8230', '8290', '8250', '8330', '8370', '31200', '94520', '94610', '8240', '31180', '94510', '8280', '31270', '94590', '376870', '31170', '207610', '31190', '31240', '330830', '8340', '8350']"
22491987,696,Awesomenauts - Mega Value Pack,68,1,67,0.014705882352941176,"['204303', '399836', '251081', '230880', '251080', '319821', '256501', '333150', '204319', '256500', '425544', '204314', '230888', '387983', '230883', '387981', '204317', '230892', '387984', '286671', '230887', '333170', '425542', '387980', '204307', '204312', '399831', '387982', '256510', '256507', '230885', '351461', '443390', '425540', '351460', '256504', '204304', '230889', '204305', '376371', '319820', '230882', '204318', '204310', '256505', '333160', '399834', '230891', '306890', '376370', '410100', '230884', '497620', '256503', '327530', '256502', '204306', '230890', '204315', '204309', '204311', '286670', '376373', '399833', '256506', '376372', '204308']"
22491987,869,SpeedRunners Deluxe Pack,3,1,2,0.3333333333333333,"['317480', '317490']"
22502250,364,Eidos Anthology,88,1,87,0.011363636363636364,"['216416', '225020', '35135', '28000', '265191', '6850', '208792', '208799', '225320', '224920', '208812', '35136', '35130', '208797', '8170', '208809', '8000', '216421', '216414', '216411', '242960', '238010', '211740', '208813', '203140', '208790', '208795', '7000', '216412', '208808', '208791', '35101', '208800', '35138', '28010', '224960', '208793', '216413', '216415', '208806', '216420', '6870', '265192', '208811', '35091', '35089', '28011', '318871', '208817', '208807', '35102', '289690', '208818', '6880', '318872', '258180', '35080', '216418', '208796', '28012', '211600', '8140', '208814', '6980', '6900', '239160', '203160', '6910', '35137', '224940', '208810', '224300', '247430', '6860', '216417', '225000', '225300', '224980', '216419', '35090', '208798', '35083', '259900', '265193', '8080', '318870', '6920']"
22502250,376,Sid Meier's Civilization V: Complete,16,1,15,0.0625,"['16863', '235580', '16866', '99611', '99610', '99614', '16870', '16862', '99612', '235584', '235585', '16867', '16860', '16861', '16868']"
22502250,536,"Borderlands ""Take Over Your Life Bundle""",8,1,7,0.125,"['8990', '261640', '65920', '40940', '8980', '330830', '50110']"
22502250,571,Sid Meier's Civilization Anthology,5,1,4,0.2,"['65980', '3910', '3900,3990,8800,16810', '353830']"
