item_idx,item_id,num_owners,popularity_rank,popularity_score
6072,371510,90,954,0.0018155776562909765
6073,371520,21,4619,0.00042363478646789454
6074,371550,36,5307,0.0007262310625163906
6075,371570,83,6620,0.0016743660608016784
6076,371600,8,6042,0.00016138468055919793
6077,371620,5,5580,0.0001008654253494987
6078,371660,346,5386,0.00697988743418531
6079,371670,152,9316,0.0030663089306247606
6080,371690,39,2289,0.0007867503177260898
6081,371710,13,321,0.00026225010590869664
6082,371790,2,5922,4.034617013979948e-05
6083,371810,4,5833,8.069234027959896e-05
6084,371850,25,313,0.0005043271267474935
6085,371880,54,3435,0.0010893465937745859
6086,371890,26,2300,0.0005245002118173933
6087,371900,85,6796,0.001714712230941478
6088,371970,90,6010,0.0018155776562909765
6089,3720,657,3762,0.013253716890924128
6090,37200,17,2404,0.00034294244618829556
6091,372000,2247,9851,0.045328922152064716
6092,372030,29,2867,0.0005850194670270924
6093,372060,2,2329,4.034617013979948e-05
6094,37210,20,6746,0.0004034617013979948
6095,372150,23,6547,0.000463980956607694
6096,372160,1,9414,2.017308506989974e-05
6097,372190,95,6477,0.0019164430816404753
6098,37220,15,2888,0.0003025962760484961
6099,372210,36,6467,0.0007262310625163906
6100,372250,3,8917,6.051925520969922e-05
6101,372260,20,1655,0.0004034617013979948
6102,37230,12,6506,0.00024207702083879688
6103,372350,10,4784,0.0002017308506989974
6104,372360,150,7739,0.003025962760484961
6105,372380,30,4474,0.0006051925520969922
6106,372390,11,7895,0.00022190393576889715
6107,37240,17,7533,0.00034294244618829556
6108,372400,3,5202,6.051925520969922e-05
6109,372430,14,4132,0.00028242319097859634
6110,372480,8,208,0.00016138468055919793
6111,372490,23,7544,0.000463980956607694
6112,37250,14,8364,0.00028242319097859634
6113,372540,328,8405,0.006616771902927115
6114,372560,2,9277,4.034617013979948e-05
6115,372570,1,4171,2.017308506989974e-05
6116,372590,2,5010,4.034617013979948e-05
6117,37260,16,4494,0.00032276936111839586
6118,372650,18,7378,0.0003631155312581953
6119,372670,28,394,0.0005648463819571927
6120,372690,24,4172,0.00048415404167759376
6121,37270,11,4041,0.00022190393576889715
6122,372720,13,8201,0.00026225010590869664
6123,372740,1,5415,2.017308506989974e-05
6124,372750,1,6626,2.017308506989974e-05
6125,372770,15,5163,0.0003025962760484961
6126,372780,5,7329,0.0001008654253494987
6127,37280,12,2243,0.00024207702083879688
6128,372800,671,9196,0.013536140081902726
6129,372820,137,3753,0.0027637126545762645
6130,372830,44,3192,0.0008876157430755886
6131,37290,10,3501,0.0002017308506989974
6132,372930,21,7336,0.00042363478646789454
6133,372940,21,5846,0.00042363478646789454
6134,372950,1,4881,2.017308506989974e-05
6135,372960,2,317,4.034617013979948e-05
6136,372970,10,2780,0.0002017308506989974
6137,3730,544,3647,0.010974158278025458
6138,37300,13,7610,0.00026225010590869664
6139,373020,9,643,0.00018155776562909766
6140,373021,9,3424,0.00018155776562909766
6141,373022,9,5501,0.00018155776562909766
6142,373023,9,1696,0.00018155776562909766
6143,373080,37,3090,0.0007464041475862904
6144,37310,15,7031,0.0003025962760484961
6145,373100,127,9402,0.002561981803877267
6146,373110,515,2366,0.010389138810998367
6147,373120,42,4942,0.0008472695729357891
6148,373140,30,3845,0.0006051925520969922
6149,373180,279,3087,0.005628290734502027
6150,37320,15,4109,0.0003025962760484961
6151,373240,47,4690,0.0009481349982852878
6152,373280,16,9830,0.00032276936111839586
6153,373290,30,1565,0.0006051925520969922
6154,37330,13,10938,0.00026225010590869664
6155,373330,477,6299,0.009622561578342176
6156,373360,102,6737,0.0020576546771297736
6157,373390,51,281,0.0010288273385648868
6158,37340,11,10937,0.00022190393576889715
6159,373410,5,5505,0.0001008654253494987
6160,373420,1805,1400,0.03641241855116903
6161,373440,93,6410,0.0018760969115006758
6162,373460,11,5235,0.00022190393576889715
6163,373470,3,3280,6.051925520969922e-05
6164,373480,278,9016,0.005608117649432128
6165,37350,11,10152,0.00022190393576889715
6166,37360,12,8023,0.00024207702083879688
6167,373600,16,4609,0.00032276936111839586
6168,373610,17,5243,0.00034294244618829556
6169,373620,24,5250,0.00048415404167759376
6170,373630,22,4447,0.0004438078715377943
6171,373650,2,3652,4.034617013979948e-05
6172,373670,61,5487,0.0012305581892638842
6173,373680,733,4203,0.014786871356236509
6174,37370,12,3046,0.00024207702083879688
6175,373700,167,2928,0.0033689052066732564
6176,373720,106,6317,0.002138347017409372
6177,373730,57,2787,0.0011498658489842851
6178,373750,6,8205,0.00012103851041939844
6179,373770,137,10863,0.0027637126545762645
6180,37380,11,5489,0.00022190393576889715
6181,373800,22,4993,0.0004438078715377943
6182,373810,25,8176,0.0005043271267474935
6183,373820,13,6286,0.00026225010590869664
6184,373860,25,7530,0.0005043271267474935
6185,373870,25,3891,0.0005043271267474935
6186,373880,11,4978,0.00022190393576889715
6187,37390,12,5084,0.00024207702083879688
6188,373920,6,314,0.00012103851041939844
6189,373970,171,5484,0.0034495975469528554
6190,373990,4,5287,8.069234027959896e-05
6191,37400,1342,905,0.027072280163805452
6192,374010,43,3806,0.0008674426580056888
6193,374040,316,8874,0.0063746948820883175
6194,374050,3,3784,6.051925520969922e-05
6195,374060,10,3383,0.0002017308506989974
6196,374080,16,3710,0.00032276936111839586
6197,374090,24,5724,0.00048415404167759376
6198,374120,2,6871,4.034617013979948e-05
6199,374140,8,6469,0.00016138468055919793
6200,374150,1,2189,2.017308506989974e-05
6201,37420,1342,8969,0.027072280163805452
6202,374230,2,2368,4.034617013979948e-05
6203,374240,24,5361,0.00048415404167759376
6204,374320,2593,4416,0.052308809586250025
6205,374380,12,9397,0.00024207702083879688
6206,374400,26,2349,0.0005245002118173933
6207,374410,67,6762,0.0013515966996832825
6208,374450,7,9381,0.00014121159548929817
6209,374510,5,3469,0.0001008654253494987
6210,374570,2030,5710,0.04095136269189647
6211,374620,8,9073,0.00016138468055919793
6212,374630,1,2331,2.017308506989974e-05
6213,374640,13,5380,0.00026225010590869664
6214,374660,1,9358,2.017308506989974e-05
6215,374670,93,6704,0.0018760969115006758
6216,374700,9,9133,0.00018155776562909766
6217,374701,9,5682,0.00018155776562909766
6218,374702,9,9216,0.00018155776562909766
6219,374703,9,6561,0.00018155776562909766
6220,374704,9,6486,0.00018155776562909766
6221,374705,9,7027,0.00018155776562909766
6222,374706,9,10624,0.00018155776562909766
6223,374707,9,8706,0.00018155776562909766
6224,374708,9,4856,0.00018155776562909766
6225,374709,9,1763,0.00018155776562909766
6226,374710,9,4851,0.00018155776562909766
6227,374711,9,8383,0.00018155776562909766
6228,374712,9,8421,0.00018155776562909766
6229,374713,9,6153,0.00018155776562909766
6230,374714,9,6148,0.00018155776562909766
6231,374715,9,3998,0.00018155776562909766
6232,374716,9,2591,0.00018155776562909766
6233,374717,9,7064,0.00018155776562909766
6234,374718,9,4756,0.00018155776562909766
6235,374719,9,8550,0.00018155776562909766
6236,374720,9,4365,0.00018155776562909766
6237,374721,9,8514,0.00018155776562909766
6238,374722,9,8625,0.00018155776562909766
6239,374723,9,6105,0.00018155776562909766
6240,374724,9,4685,0.00018155776562909766
6241,374725,9,7163,0.00018155776562909766
6242,374726,9,10136,0.00018155776562909766
6243,374727,9,3268,0.00018155776562909766
6244,374728,9,10060,0.00018155776562909766
6245,374729,9,4166,0.00018155776562909766
6246,374730,9,3037,0.00018155776562909766
6247,374731,9,3130,0.00018155776562909766
6248,374732,9,4210,0.00018155776562909766
6249,374733,9,3618,0.00018155776562909766
6250,374734,9,10164,0.00018155776562909766
6251,374735,9,4042,0.00018155776562909766
6252,374736,9,6623,0.00018155776562909766
6253,374737,9,1851,0.00018155776562909766
6254,374738,9,6551,0.00018155776562909766
6255,374739,9,7608,0.00018155776562909766
6256,374740,9,3359,0.00018155776562909766
6257,374741,9,6970,0.00018155776562909766
6258,374742,9,3654,0.00018155776562909766
6259,374743,9,3799,0.00018155776562909766
6260,374744,9,5490,0.00018155776562909766
6261,374745,9,3895,0.00018155776562909766
6262,374746,9,3120,0.00018155776562909766
6263,374830,29,3228,0.0005850194670270924
6264,374900,12,6791,0.00024207702083879688
6265,374930,10,3085,0.0002017308506989974
6266,374950,22,7685,0.0004438078715377943
6267,374970,1,7538,2.017308506989974e-05
6268,37500,42,1681,0.0008472695729357891
6269,375000,10,9933,0.0002017308506989974
6270,375010,85,10291,0.001714712230941478
6271,375020,24,4204,0.00048415404167759376
6272,375030,9,3255,0.00018155776562909766
6273,375040,26,4497,0.0005245002118173933
6274,375090,1,4767,2.017308506989974e-05
6275,375120,39,2776,0.0007867503177260898
6276,375130,32,260,0.0006455387222367917
6277,375160,2,2566,4.034617013979948e-05
6278,375170,23,9172,0.000463980956607694
6279,375180,52,2805,0.0010490004236347866
6280,375190,1,1368,2.017308506989974e-05
6281,375200,182,8843,0.0036715014827217525
6282,375210,5,2323,0.0001008654253494987
6283,375220,105,8056,0.0021181739323394727
6284,375230,233,8815,0.0047003288212866395
6285,375250,65,4620,0.001311250529543483
6286,375290,30,5524,0.0006051925520969922
6287,375310,8,6070,0.00016138468055919793
6288,375320,9,5715,0.00018155776562909766
6289,375330,45,5785,0.0009077888281454883
6290,375400,15,4782,0.0003025962760484961
6291,375420,38,2213,0.0007665772326561902
6292,375430,22,8447,0.0004438078715377943
6293,375450,1,211,2.017308506989974e-05
6294,375460,364,5761,0.007343002965443505
6295,375480,8,9641,0.00016138468055919793
6296,375510,339,9226,0.006838675838696012
6297,375520,44,8005,0.0008876157430755886
6298,375530,13,9283,0.00026225010590869664
6299,375550,31,9522,0.000625365637166892
6300,375580,7,8779,0.00014121159548929817
6301,375600,420,4502,0.00847269572935789
6302,375620,106,5551,0.002138347017409372
6303,375680,15,9282,0.0003025962760484961
6304,375710,136,2924,0.0027435395695063645
6305,375720,20,2533,0.0004034617013979948
6306,375740,1,6263,2.017308506989974e-05
6307,375750,3,6092,6.051925520969922e-05
6308,375760,49,2354,0.0009884811684250873
6309,375770,57,3719,0.0011498658489842851
6310,375790,23,1970,0.000463980956607694
6311,375820,401,9841,0.008089407113029795
6312,375840,15,9549,0.0003025962760484961
6313,375850,42,1279,0.0008472695729357891
6314,375870,3,9857,6.051925520969922e-05
6315,375900,34,4836,0.0006858848923765911
6316,375910,100,8310,0.002017308506989974
6317,375930,30,8918,0.0006051925520969922
6318,375950,1537,8305,0.0310060317524359
6319,375960,37,3407,0.0007464041475862904
6320,37600,229,6812,0.0046196364810070405
6321,376110,1,4168,2.017308506989974e-05
6322,376120,5,2383,0.0001008654253494987
6323,376130,6,4326,0.00012103851041939844
6324,376140,124,7320,0.002501462548667568
6325,376150,6,2681,0.00012103851041939844
6326,376210,126,10287,0.0025418087188073674
6327,376250,13,2690,0.00026225010590869664
6328,376300,133,3954,0.0026830203142966655
6329,376310,22,3161,0.0004438078715377943
6330,376350,2,1725,4.034617013979948e-05
6331,376520,3,10088,6.051925520969922e-05
6332,376560,27,2083,0.0005446732968872929
6333,376570,1721,7105,0.034717879405297455
6334,376680,3,5554,6.051925520969922e-05
6335,376730,22,2537,0.0004438078715377943
6336,376750,19,6119,0.0003832886163280951
6337,376760,64,2550,0.0012910774444735834
6338,376770,65,165,0.001311250529543483
6339,376780,36,6988,0.0007262310625163906
6340,376790,41,6409,0.0008270964878658893
6341,376870,503,8604,0.010147061790159569
6342,376880,26,9577,0.0005245002118173933
6343,376920,72,9454,0.0014524621250327813
6344,37700,56,7215,0.0011296927639143854
6345,377040,1,6396,2.017308506989974e-05
6346,377050,1,3376,2.017308506989974e-05
6347,377070,12,5315,0.00024207702083879688
6348,377080,118,7391,0.0023804240382481693
6349,377100,1,8869,2.017308506989974e-05
6350,377120,5,5542,0.0001008654253494987
6351,377140,41,2031,0.0008270964878658893
6352,377150,97,5341,0.0019567892517802746
6353,377160,9013,4431,0.18182001573500636
6354,377190,2,3430,4.034617013979948e-05
6355,377200,3,1975,6.051925520969922e-05
6356,377250,2,5261,4.034617013979948e-05
6357,377280,5,4460,0.0001008654253494987
6358,377290,90,3584,0.0018155776562909765
6359,377310,322,2788,0.0064957333925077165
6360,377330,241,5918,0.004861713501845838
6361,377360,20,5828,0.0004034617013979948
6362,377430,121,9251,0.0024409432934578684
6363,377450,23,9092,0.000463980956607694
6364,377460,13,8255,0.00026225010590869664
6365,377470,22,1510,0.0004438078715377943
6366,377500,25,9359,0.0005043271267474935
6367,377520,5,7740,0.0001008654253494987
6368,377530,11,5793,0.00022190393576889715
6369,377550,6,9112,0.00012103851041939844
6370,377570,51,5996,0.0010288273385648868
6371,377590,88,7917,0.0017752314861511772
6372,377600,74,9167,0.0014928082951725808
6373,377660,22,4048,0.0004438078715377943
6374,377670,12,6625,0.00024207702083879688
6375,377680,143,5080,0.0028847511649956626
6376,377690,9,3508,0.00018155776562909766
6377,377710,22,7984,0.0004438078715377943
6378,377720,16,7664,0.00032276936111839586
6379,377760,19,23,0.0003832886163280951
6380,377840,170,7972,0.003429424461882956
6381,377860,21,3541,0.00042363478646789454
6382,377870,8,6036,0.00016138468055919793
6383,377880,4,5662,8.069234027959896e-05
6384,377890,1,3311,2.017308506989974e-05
6385,377900,74,7473,0.0014928082951725808
6386,377940,4,6801,8.069234027959896e-05
6387,377970,15,8221,0.0003025962760484961
6388,377980,5,5033,0.0001008654253494987
6389,37800,90,7496,0.0018155776562909765
6390,378020,49,319,0.0009884811684250873
6391,378030,4,1929,8.069234027959896e-05
6392,378070,5,5849,0.0001008654253494987
6393,378080,40,4227,0.0008069234027959896
6394,378090,1,8173,2.017308506989974e-05
6395,378100,287,4904,0.005789675415061225
6396,378110,28,5597,0.0005648463819571927
6397,378120,326,7532,0.0065764257327873155
6398,378180,132,2365,0.0026628472292267655
6399,378260,20,8160,0.0004034617013979948
6400,378270,75,4273,0.0015129813802424806
6401,378280,11,8149,0.00022190393576889715
6402,378300,118,4186,0.0023804240382481693
6403,378370,263,3121,0.005305521373383632
6404,378390,1,9240,2.017308506989974e-05
6405,378410,1,4642,2.017308506989974e-05
6406,378420,8,4669,0.00016138468055919793
6407,378450,1,9291,2.017308506989974e-05
6408,378480,80,6562,0.0016138468055919791
6409,378490,28,7030,0.0005648463819571927
6410,378510,31,6810,0.000625365637166892
6411,378530,1,6986,2.017308506989974e-05
6412,378570,17,8948,0.00034294244618829556
6413,378580,14,8941,0.00028242319097859634
6414,378590,70,8930,0.0014121159548929818
6415,378610,11,5673,0.00022190393576889715
6416,378630,1,6483,2.017308506989974e-05
6417,378660,69,10949,0.001391942869823082
6418,378720,120,4457,0.002420770208387969
6419,378750,16,6754,0.00032276936111839586
6420,378770,2,3855,4.034617013979948e-05
6421,378790,3,6885,6.051925520969922e-05
6422,378800,4,5727,8.069234027959896e-05
6423,378830,35,2429,0.0007060579774464909
6424,378850,57,3497,0.0011498658489842851
6425,378930,18,10220,0.0003631155312581953
6426,37900,7,5408,0.00014121159548929817
6427,37910,7,5284,0.00014121159548929817
6428,37920,6,5321,0.00012103851041939844
6429,379210,19,5032,0.0003832886163280951
6430,379260,3,2756,6.051925520969922e-05
6431,379290,133,4163,0.0026830203142966655
6432,37930,6,9716,0.00012103851041939844
6433,379320,54,5769,0.0010893465937745859
6434,379340,2,7390,4.034617013979948e-05
6435,379350,5,1165,0.0001008654253494987
6436,379370,4,8180,8.069234027959896e-05
6437,379380,2,8162,4.034617013979948e-05
6438,379390,5,6332,0.0001008654253494987
6439,37940,6,3964,0.00012103851041939844
6440,379420,4,2777,8.069234027959896e-05
6441,37950,6,300,0.00012103851041939844
6442,379520,2,1815,4.034617013979948e-05
6443,379530,1,7596,2.017308506989974e-05
6444,37960,5,3767,0.0001008654253494987
6445,379600,7,697,0.00014121159548929817
6446,379610,1,9800,2.017308506989974e-05
6447,379640,152,979,0.0030663089306247606
6448,379670,1,4960,2.017308506989974e-05
6449,37970,5,8015,0.0001008654253494987
6450,379720,2307,9961,0.0465393072562587
6451,379760,8,9953,0.00016138468055919793
6452,37980,5,5085,0.0001008654253494987
6453,37990,5,5600,0.0001008654253494987
6454,379960,69,306,0.001391942869823082
6455,379980,72,7963,0.0014524621250327813
6456,379990,33,2846,0.0006657118073066914
6457,380,13275,2878,0.26779770430291905
6458,3800,89,5062,0.0017954045712210767
6459,38000,9,2915,0.00018155776562909766
6460,380000,7,1460,0.00014121159548929817
6461,380020,64,9803,0.0012910774444735834
6462,380080,8,3802,0.00016138468055919793
6463,38010,9,688,0.00018155776562909766
6464,380100,5,3235,0.0001008654253494987
6465,380120,14,7208,0.00028242319097859634
6466,380140,130,2668,0.002622501059086966
6467,380150,32,1726,0.0006455387222367917
6468,38020,9,3622,0.00018155776562909766
6469,380210,30,1729,0.0006051925520969922
6470,380220,57,10120,0.0011498658489842851
6471,38030,1,9566,2.017308506989974e-05
6472,380360,551,3226,0.011115369873514757
6473,38040,1,2978,2.017308506989974e-05
6474,38050,8,9533,0.00016138468055919793
6475,380540,1,8704,2.017308506989974e-05
6476,380550,34,4123,0.0006858848923765911
6477,380560,32,8497,0.0006455387222367917
6478,380570,15,1746,0.0003025962760484961
6479,380580,80,9528,0.0016138468055919791
6480,38060,13,7200,0.00026225010590869664
6481,380600,2453,7845,0.04948457767646406
6482,380660,5,467,0.0001008654253494987
6483,380670,27,7865,0.0005446732968872929
6484,380690,26,7611,0.0005245002118173933
6485,38070,2,5224,4.034617013979948e-05
6486,380700,30,3357,0.0006051925520969922
6487,380750,24,2253,0.00048415404167759376
6488,380770,236,9288,0.004760848076496339
6489,380790,5,5648,0.0001008654253494987
6490,38080,11,9947,0.00022190393576889715
6491,380840,1171,6566,0.023622682616852596
6492,380860,4,8621,8.069234027959896e-05
6493,380890,106,8000,0.002138347017409372
6494,38090,10,4656,0.0002017308506989974
6495,380990,2,7110,4.034617013979948e-05
6496,3810,149,7000,0.003005789675415061
6497,38100,10,7012,0.0002017308506989974
6498,381010,70,6613,0.0014121159548929818
6499,381020,66,6616,0.0013314236146133827
6500,381050,1,8039,2.017308506989974e-05
6501,381090,48,3195,0.0009683080833551875
6502,38110,11,25,0.00022190393576889715
6503,381100,8,1677,0.00016138468055919793
6504,381120,328,4350,0.006616771902927115
6505,381130,15,3153,0.0003025962760484961
6506,381140,31,8304,0.000625365637166892
6507,381150,285,5348,0.005749329244921426
6508,381170,43,6824,0.0008674426580056888
6509,38120,17,8881,0.00034294244618829556
6510,381210,1995,5323,0.04024530471444998
6511,381220,36,9634,0.0007262310625163906
6512,381260,15,2717,0.0003025962760484961
6513,38130,17,9729,0.00034294244618829556
6514,381310,2,3088,4.034617013979948e-05
6515,38140,17,7490,0.00034294244618829556
6516,38150,11,8959,0.00022190393576889715
6517,381560,239,9405,0.004821367331706038
6518,381590,23,8876,0.000463980956607694
6519,38160,11,387,0.00022190393576889715
6520,381610,1,8875,2.017308506989974e-05
6521,381640,68,2773,0.0013717697847531823
6522,38170,4,9035,8.069234027959896e-05
6523,381750,16,8851,0.00032276936111839586
6524,381780,180,3097,0.003631155312581953
6525,38180,3,4062,6.051925520969922e-05
6526,381800,6,9058,0.00012103851041939844
6527,381810,267,9513,0.005386213713663231
6528,381850,1,4115,2.017308506989974e-05
6529,381870,47,9951,0.0009481349982852878
6530,381890,1,3604,2.017308506989974e-05
6531,38190,3,3623,6.051925520969922e-05
6532,381900,9,6086,0.00018155776562909766
6533,381910,8,6062,0.00016138468055919793
6534,381940,114,6206,0.0022997316979685703
6535,381990,337,6484,0.006798329668556213
6536,3820,139,6342,0.002804058824716064
6537,38200,7,6035,0.00014121159548929817
6538,382050,23,5955,0.000463980956607694
6539,382070,37,6273,0.0007464041475862904
6540,382080,6,5549,0.00012103851041939844
6541,382090,58,1305,0.0011700389340541849
6542,38210,224,3688,0.0045187710556575415
6543,382110,89,7920,0.0017954045712210767
6544,382120,409,2722,0.008250791793588994
6545,382130,3,3933,6.051925520969922e-05
6546,382140,35,6184,0.0007060579774464909
6547,382160,32,7929,0.0006455387222367917
6548,382180,4,9542,8.069234027959896e-05
6549,38220,342,6185,0.006899195093905711
6550,382240,579,4303,0.01168021625547195
6551,382250,29,8391,0.0005850194670270924
6552,382260,16,6366,0.00032276936111839586
6553,382270,3,8263,6.051925520969922e-05
6554,38230,104,3263,0.002098000847269573
6555,382300,169,7868,0.003409251376813056
6556,382320,14,7406,0.00028242319097859634
6557,382350,56,6621,0.0011296927639143854
6558,382380,8,6053,0.00016138468055919793
6559,382390,2,9865,4.034617013979948e-05
6560,38240,11,6182,0.00022190393576889715
6561,382420,30,7821,0.0006051925520969922
6562,382480,27,967,0.0005446732968872929
6563,382490,2439,3679,0.04920215448548546
6564,382570,159,5975,0.0032075205261140587
6565,382620,9,4064,0.00018155776562909766
6566,382630,26,7946,0.0005245002118173933
6567,382640,10,9828,0.0002017308506989974
6568,382650,9,7949,0.00018155776562909766
6569,382660,7,8927,0.00014121159548929817
6570,382670,8,7175,0.00016138468055919793
6571,382680,6,2321,0.00012103851041939844
6572,382690,6,8537,0.00012103851041939844
6573,382700,5,7114,0.0001008654253494987
6574,382710,11,10818,0.00022190393576889715
6575,382720,5,9131,0.0001008654253494987
6576,382730,6,8082,0.00012103851041939844
6577,382740,6,8521,0.00012103851041939844
6578,382750,7,9772,0.00014121159548929817
6579,382760,5,8551,0.0001008654253494987
6580,382770,4,6084,8.069234027959896e-05
6581,382780,9,8047,0.00018155776562909766
6582,382790,6,8148,0.00012103851041939844
6583,382800,2,1338,4.034617013979948e-05
6584,382850,118,9355,0.0023804240382481693
6585,382880,2,9813,4.034617013979948e-05
6586,382890,66,5192,0.0013314236146133827
6587,382900,79,10165,0.0015936737205220794
6588,382920,24,3696,0.00048415404167759376
6589,382940,7,8494,0.00014121159548929817
6590,382970,12,7999,0.00024207702083879688
6591,3830,3853,8188,0.07772689677432369
6592,383010,1,4612,2.017308506989974e-05
6593,383020,8,3528,0.00016138468055919793
6594,383030,268,8950,0.00540638679873313
6595,383070,2,1315,4.034617013979948e-05
6596,383080,3081,5258,0.062153275100361095
6597,383100,1,8813,2.017308506989974e-05
6598,383110,2,8658,4.034617013979948e-05
6599,383120,449,9782,0.009057715196384984
6600,383150,343,6921,0.006919368178975611
6601,383180,195,9321,0.003933751588630449
6602,383190,10,6924,0.0002017308506989974
6603,383230,111,9008,0.002239212442758871
6604,383240,16,7730,0.00032276936111839586
6605,383270,2,9523,4.034617013979948e-05
6606,383330,347,4532,0.00700006051925521
6607,383460,15,4845,0.0003025962760484961
6608,383520,119,4185,0.002400597123318069
6609,383530,21,7737,0.00042363478646789454
6610,383540,3,3369,6.051925520969922e-05
6611,383560,124,8760,0.002501462548667568
6612,383580,737,6899,0.014867563696516109
6613,383590,26,2458,0.0005245002118173933
6614,383620,3,9679,6.051925520969922e-05
6615,383630,20,8709,0.0004034617013979948
6616,383670,26,9662,0.0005245002118173933
6617,383690,7,7489,0.00014121159548929817
6618,383700,23,7632,0.000463980956607694
6619,383710,4,3702,8.069234027959896e-05
6620,383720,32,2659,0.0006455387222367917
6621,383730,25,8292,0.0005043271267474935
6622,383750,33,8873,0.0006657118073066914
6623,383780,29,5882,0.0005850194670270924
6624,383790,170,2559,0.003429424461882956
6625,383800,28,7998,0.0005648463819571927
6626,383810,31,6203,0.000625365637166892
6627,383870,953,9138,0.01922495007161445
6628,383930,126,10347,0.0025418087188073674
6629,383950,35,8832,0.0007060579774464909
6630,383960,19,8174,0.0003832886163280951
6631,383980,434,7697,0.008755118920336487
6632,38400,1997,3756,0.04028565088458978
6633,384000,45,8742,0.0009077888281454883
6634,384010,3,9967,6.051925520969922e-05
6635,384090,3,6197,6.051925520969922e-05
6636,38410,2055,7058,0.04145568981864396
6637,384100,5,8833,0.0001008654253494987
6638,384110,45,10395,0.0009077888281454883
6639,384120,14,410,0.00028242319097859634
6640,384150,199,5870,0.004014443928910048
6641,384171,7,3770,0.00014121159548929817
6642,384180,285,4068,0.005749329244921426
6643,384190,130,9192,0.002622501059086966
6644,38420,1782,2353,0.03594843759456134
6645,384210,3,9811,6.051925520969922e-05
6646,384280,7,3053,0.00014121159548929817
6647,38430,43,4405,0.0008674426580056888
6648,384300,20,2385,0.0004034617013979948
6649,384310,34,7586,0.0006858848923765911
6650,384360,246,6005,0.004962578927195336
6651,38440,142,362,0.002864578079925763
6652,384400,91,6120,0.0018357507413608763
6653,384420,2,8944,4.034617013979948e-05
6654,384421,2,7639,4.034617013979948e-05
6655,384422,2,9040,4.034617013979948e-05
6656,384423,2,5523,4.034617013979948e-05
6657,384424,2,8583,4.034617013979948e-05
6658,384425,2,1895,4.034617013979948e-05
6659,384426,2,9145,4.034617013979948e-05
6660,384427,2,8814,4.034617013979948e-05
6661,384428,2,382,4.034617013979948e-05
6662,384429,2,3339,4.034617013979948e-05
6663,384430,2,2909,4.034617013979948e-05
6664,384431,2,266,4.034617013979948e-05
6665,384432,2,2499,4.034617013979948e-05
6666,384433,2,1952,4.034617013979948e-05
6667,384434,2,158,4.034617013979948e-05
6668,384435,2,7404,4.034617013979948e-05
6669,384436,2,1808,4.034617013979948e-05
6670,384437,2,27,4.034617013979948e-05
6671,384438,2,10049,4.034617013979948e-05
6672,384439,2,6588,4.034617013979948e-05
6673,384440,2,5009,4.034617013979948e-05
6674,384441,2,9878,4.034617013979948e-05
6675,384442,2,6271,4.034617013979948e-05
6676,384443,2,318,4.034617013979948e-05
6677,384444,2,7748,4.034617013979948e-05
6678,384445,2,3946,4.034617013979948e-05
6679,384446,2,9375,4.034617013979948e-05
6680,384447,2,4482,4.034617013979948e-05
6681,384448,2,7771,4.034617013979948e-05
6682,384449,2,6961,4.034617013979948e-05
6683,384450,2,7016,4.034617013979948e-05
6684,384451,2,7867,4.034617013979948e-05
6685,384452,2,6487,4.034617013979948e-05
6686,384453,2,7345,4.034617013979948e-05
6687,384454,2,3763,4.034617013979948e-05
6688,384455,2,6169,4.034617013979948e-05
6689,384456,2,2242,4.034617013979948e-05
6690,384457,2,308,4.034617013979948e-05
6691,384458,2,7937,4.034617013979948e-05
6692,384459,2,3743,4.034617013979948e-05
6693,384460,2,7052,4.034617013979948e-05
6694,384461,2,8954,4.034617013979948e-05
6695,384462,2,8438,4.034617013979948e-05
6696,384463,2,5848,4.034617013979948e-05
6697,384464,2,5056,4.034617013979948e-05
6698,384465,2,9525,4.034617013979948e-05
6699,384480,38,1295,0.0007665772326561902
6700,384490,146,8203,0.002945270420205362
6701,38450,42,8293,0.0008472695729357891
6702,384500,38,8290,0.0007665772326561902
6703,384540,1,4785,2.017308506989974e-05
6704,384550,30,10153,0.0006051925520969922
6705,384570,49,2421,0.0009884811684250873
6706,384590,1,3477,2.017308506989974e-05
6707,38460,45,771,0.0009077888281454883
6708,384630,35,4118,0.0007060579774464909
6709,384650,4,10178,8.069234027959896e-05
6710,384680,45,4014,0.0009077888281454883
6711,384690,10,9424,0.0002017308506989974
6712,384700,8,4843,0.00016138468055919793
6713,384740,65,8346,0.001311250529543483
6714,384750,2,4766,4.034617013979948e-05
6715,38480,78,3606,0.0015735006354521796
6716,384840,21,8508,0.00042363478646789454
6717,384890,23,4535,0.000463980956607694
6718,38490,78,6995,0.0015735006354521796
6719,384910,1,3680,2.017308506989974e-05
6720,384920,1,3595,2.017308506989974e-05
6721,384930,97,4076,0.0019567892517802746
6722,384940,20,6993,0.0004034617013979948
6723,384950,40,9136,0.0008069234027959896
6724,384980,271,2285,0.005466906053942829
6725,384990,41,9648,0.0008270964878658893
6726,385020,43,4430,0.0008674426580056888
6727,385030,17,8580,0.00034294244618829556
6728,385060,19,8987,0.0003832886163280951
6729,385070,259,388,0.005224829033104033
6730,385080,126,7565,0.0025418087188073674
6731,385100,2,5798,4.034617013979948e-05
6732,385130,18,7978,0.0003631155312581953
6733,385150,82,8808,0.0016541929757317787
6734,385190,1,5799,2.017308506989974e-05
6735,385200,614,7894,0.01238627423291844
